0A_Voltage,0A_Current,0B_Voltage,0B_Current
+0.0004,-0.0001,+0.0037,+0.0001
+0.0004,-0.0003,+0.0038,+0.0000
+0.0004,-0.0003,+0.0038,+0.0001
+0.0005,-0.0002,+0.0038,-0.0001
+0.0003,-0.0002,+0.0037,+0.0000
+0.0003,-0.0003,+0.0037,+0.0000
+0.0003,-0.0002,+0.0037,+0.0000
+0.0003,-0.0002,+0.0038,+0.0001
+0.0003,-0.0003,+0.0038,+0.0001
+0.0004,-0.0002,+0.0038,+0.0001
+0.0003,-0.0003,+0.0037,+0.0000
+0.0004,-0.0003,+0.0037,+0.0000
+0.0004,-0.0002,+0.0038,+0.0000
+0.0004,-0.0002,+0.0037,+0.0000
+0.0003,-0.0002,+0.0037,+0.0001
+0.0004,-0.0002,+0.0038,+0.0000
+0.0004,-0.0001,+0.0039,+0.0000
+0.0004,-0.0002,+0.0037,+0.0000
+0.0004,-0.0003,+0.0037,-0.0001
+0.0003,-0.0002,+0.0038,+0.0001
+0.0004,-0.0002,+0.0038,+0.0001
+0.0003,-0.0003,+0.0037,+0.0000
+0.0004,-0.0002,+0.0037,+0.0000
+0.0004,-0.0003,+0.0037,+0.0001
+0.0004,-0.0002,+0.0037,+0.0001
+0.0004,-0.0002,+0.0039,+0.0001
+0.0003,-0.0002,+0.0038,+0.0000
+0.0004,-0.0003,+0.0039,+0.0001
+0.0003,-0.0001,+0.0038,+0.0001
+0.0004,-0.0003,+0.0037,+0.0000
+0.0004,-0.0003,+0.0037,+0.0000
+0.0004,-0.0002,+0.0038,+0.0001
+0.0004,-0.0002,+0.8966,+0.0022
+0.0004,-0.0001,+3.2017,+0.0035
+0.0003,-0.0002,+3.2477,+0.0015
+0.0004,-0.0001,+3.2498,+0.0007
+0.0004,-0.0003,+3.2504,+0.0003
+0.0004,-0.0002,+3.2506,+0.0000
+0.0004,-0.0003,+3.2510,-0.0001
+0.0004,-0.0004,+3.2511,-0.0001
+0.0004,-0.0003,+3.2511,+0.0000
+0.0003,-0.0003,+3.2513,+0.0001
+0.0004,-0.0001,+3.2514,+0.0000
+0.0004,-0.0002,+3.2514,+0.0000
+0.0004,-0.0002,+3.2514,+0.0000
+0.0004,-0.0003,+3.2514,-0.0001
+0.0004,-0.0002,+3.2514,+0.0000
+0.0004,-0.0001,+3.2514,+0.0000
+0.0004,-0.0001,+3.2514,+0.0000
+0.0002,-0.0002,+3.2514,-0.0001
+0.0002,-0.0001,+3.2515,+0.0000
+0.0003,-0.0001,+3.2515,-0.0002
+0.0003,-0.0002,+3.2516,+0.0000
+0.0005,-0.0004,+3.2516,+0.0000
+0.0003,-0.0002,+3.2515,+0.0000
+0.0001,-0.0001,+3.2516,+0.0000
+0.0002,+0.0000,+3.2517,-0.0001
+0.0003,-0.0003,+3.2517,+0.0000
+0.0001,-0.0002,+3.2517,-0.0001
+0.0001,-0.0002,+3.2516,+0.0000
+0.0000,+0.0000,+3.2516,-0.0001
+0.0000,+0.0000,+3.2516,+0.0000
+0.0000,+0.0000,+3.2517,-0.0002
+0.0000,-0.0002,+3.2517,-0.0001
+0.0002,-0.0001,+3.2517,-0.0001
+0.0003,-0.0003,+3.2515,+0.0000
+0.0004,-0.0002,+3.2516,+0.0000
+0.0003,-0.0002,+3.2516,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2516,-0.0001
+0.0004,-0.0003,+3.2516,-0.0001
+0.0004,-0.0002,+3.2516,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0003,-0.0002,+3.2516,+0.0000
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0002,-0.0001,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0003,-0.0004,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0001
+0.0003,-0.0003,+3.2518,+0.0000
+0.0003,-0.0004,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0001
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0004,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,+0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0003,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,-0.0002
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2516,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2518,+0.0000
+0.0002,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0002,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0002
+0.0002,-0.0003,+3.2517,-0.0001
+0.0003,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0001,+3.2518,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0002,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0002
+0.0003,-0.0003,+3.2517,-0.0002
+0.0003,-0.0001,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0002
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,-0.0002
+0.0002,-0.0003,+3.2517,+0.0000
+0.0003,-0.0003,+3.2518,+0.0000
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0003,+3.2518,-0.0001
+0.0006,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0005,-0.0003,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0001
+0.0003,-0.0003,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0003,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0004,+3.2519,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,+0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0002,-0.0003,+3.2518,+0.0000
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0002
+0.0002,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0001
+0.0002,-0.0001,+3.2517,+0.0000
+0.0001,-0.0001,+3.2517,-0.0001
+0.0001,-0.0001,+3.2517,-0.0001
+0.0001,-0.0001,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0001,+0.0000,+3.2517,+0.0000
+0.0001,-0.0002,+3.2517,-0.0001
+0.0000,-0.0001,+3.2517,-0.0001
+0.0000,+0.0000,+3.2517,-0.0001
+0.0013,-0.0002,+3.2517,+0.0000
+0.0000,-0.0003,+3.2517,+0.0000
+0.0006,-0.0003,+3.2518,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0001,+3.2517,+0.0000
+0.0003,-0.0002,+3.2518,+0.0000
+0.0002,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2518,+0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0003,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0001,+3.2518,+0.0000
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0003,-0.0001,+3.2517,-0.0001
+0.0002,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0001,+3.2518,-0.0001
+0.0003,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2519,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0001,+3.2517,-0.0002
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0001,+3.2518,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0003,+3.2518,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0002,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2518,-0.0001
+0.0003,-0.0003,+3.2517,+0.0000
+0.0004,-0.0003,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0002,-0.0003,+3.2517,+0.0000
+0.0003,-0.0003,+3.2519,+0.0000
+0.0003,-0.0003,+3.2518,-0.0002
+0.0004,-0.0001,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2518,+0.0000
+0.0003,-0.0001,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0000,-0.0001,+3.2517,+0.0000
+0.0001,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0005,-0.0003,+3.2518,+0.0000
+0.0002,-0.0003,+3.2517,-0.0001
+0.0002,-0.0003,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0001,+3.2518,+0.0000
+0.0003,-0.0003,+3.2518,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0002
+0.0004,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0002,-0.0001,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0001
+0.0004,-0.0002,+3.2517,+0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0003,+3.2518,+0.0000
+0.0003,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2518,-0.0001
+0.0004,-0.0001,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0003,+3.2519,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0003,+3.2518,+0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0001,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0001,+3.2518,+0.0000
+0.0004,-0.0001,+3.2518,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0005,-0.0002,+3.2517,-0.0001
+0.0003,-0.0001,+3.2519,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2519,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0001,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2518,+0.0001
+0.0003,-0.0003,+3.2517,-0.0001
+0.0001,-0.0001,+3.2517,+0.0000
+0.0003,-0.0003,+3.2516,+0.0000
+0.0002,-0.0001,+3.2517,-0.0001
+0.0002,-0.0001,+3.2518,-0.0001
+0.0011,-0.0002,+3.2517,+0.0000
+0.0001,-0.0003,+3.2518,-0.0001
+0.0011,-0.0002,+3.2517,-0.0001
+0.0000,-0.0002,+3.2517,-0.0001
+0.0001,-0.0001,+3.2517,-0.0001
+0.0000,-0.0002,+3.2518,-0.0001
+0.0007,-0.0003,+3.2517,+0.0000
+0.0006,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0005,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,-0.0002
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0002
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,-0.0002
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,+0.0000
+0.0002,-0.0002,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,-0.0002
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0001,+3.2518,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0001,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,+0.0000,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2519,+0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0003,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,-0.0001
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0001,+3.2518,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0002,+3.2519,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0002,-0.0002,+3.2518,+0.0000
+0.0002,-0.0003,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,-0.0002
+0.0004,-0.0003,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0003,-0.0003,+3.2517,-0.0001
+0.0003,-0.0002,+3.2518,+0.0000
+0.0004,-0.0001,+3.2518,-0.0001
+0.0004,-0.0002,+3.2517,+0.0000
+0.0004,-0.0003,+3.2517,+0.0000
+0.0004,-0.0001,+3.2519,-0.0001
+0.0004,-0.0002,+3.2518,-0.0001
+0.0003,-0.0004,+3.2518,-0.0001
+0.0002,-0.0003,+3.2517,+0.0000
+0.0004,-0.0002,+3.2518,-0.0001
+0.0004,-0.0001,+3.2517,-0.0001
+0.0004,-0.0003,+3.2518,-0.0001
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0001,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0003,+3.2517,-0.0001
+0.0004,-0.0002,+3.2519,-0.0001
+0.0004,-0.0002,+3.2517,-0.0002
+0.0004,-0.0002,+3.2518,+0.0000
+0.0003,-0.0002,+3.2517,-0.0001
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2517,+0.0000
+0.0003,-0.0002,+3.2517,+0.0000
+0.0004,-0.0001,+3.2518,+0.0000
+0.0004,-0.0002,+2.2347,-0.0026
+0.0002,-0.0003,+0.0727,-0.0034
+0.0003,-0.0003,+0.0069,-0.0015
+0.0004,-0.0004,+0.0039,-0.0006
+0.0004,-0.0001,+0.0034,-0.0001
+0.0004,-0.0002,+0.0038,+0.0000
+0.0004,-0.0002,+0.0044,+0.0001
+0.0003,-0.0002,+0.0045,+0.0000
+0.0002,-0.0002,+0.0043,-0.0001
+0.0003,-0.0004,+0.0042,+0.0000
+0.0004,-0.0002,+0.0042,+0.0000
+0.0004,-0.0002,+0.0042,+0.0000
+0.0004,-0.0002,+0.0041,+0.0000
+0.0003,-0.0002,+0.0041,+0.0001
+0.0002,-0.0002,+0.0040,+0.0001
+0.0003,-0.0002,+0.0041,+0.0001
+0.0004,-0.0003,+0.0041,+0.0000
+0.0004,-0.0002,+0.0041,+0.0001
+0.0004,-0.0002,+0.0041,-0.0001
+0.0003,-0.0002,+0.0040,-0.0001
+0.0003,-0.0002,+0.0039,+0.0000
+0.0003,-0.0002,+0.0040,+0.0000
+0.0004,-0.0002,+0.0040,+0.0000
+0.0004,-0.0002,+0.0040,+0.0000
+0.0004,-0.0001,+0.0041,+0.0001
+0.0003,-0.0003,+0.0039,+0.0000
+0.0005,-0.0002,+0.0040,+0.0001
+0.0004,-0.0002,+0.0038,+0.0000
+0.0006,-0.0001,+0.0039,+0.0000
+0.0010,-0.0003,+0.0040,+0.0000
+0.0009,-0.0003,+0.0039,+0.0000
+0.0009,-0.0004,+0.0039,+0.0000
+0.0006,-0.0002,+0.0038,+0.0000
+0.0010,-0.0002,+0.0038,+0.0001
+0.0013,-0.0001,+0.0038,+0.0001
+0.0011,-0.0002,+0.0039,+0.0001
+0.0014,-0.0003,+0.0040,+0.0000
+0.0010,-0.0002,+0.0039,+0.0000
+0.0014,-0.0003,+0.0039,+0.0000
+0.0016,+0.0000,+0.0038,+0.0000
+0.0012,-0.0003,+0.0038,+0.0000
+0.0018,-0.0002,+0.0040,+0.0000
+0.0012,-0.0002,+0.0039,+0.0001
+0.0019,-0.0003,+0.0038,+0.0001
+0.0018,-0.0002,+0.0038,-0.0001
+0.0014,-0.0002,+0.0038,+0.0000
+0.0007,-0.0002,+0.0039,+0.0001
-0.0007,-0.0002,+0.0038,+0.0000
+2.6203,-0.0002,+0.0039,+0.0000
+3.2869,-0.0003,+0.0038,+0.0001
